id,text,platform,topic,time_of_day,text_length,has_emoji,word_count,contains_punctuation_emphasis,emotion
6622,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,support_ticket,customer_service,afternoon,82,False,14,False,anxiety
6623,Love how the error message just says 'something went wrong'. So helpful.,review,tech,morning,72,False,12,False,sarcasm
6624,Got the feedback. A lot of it was fair. Still hard to read.,chat,finance,morning,59,False,13,False,disappointment
6625,Oh you moved the settings menu again. Fun surprise. Honestly.,twitter,finance,evening,61,False,10,False,sarcasm
6626,The conference was underwhelming. Sessions felt rushed and surface level.,chat,work,afternoon,73,False,10,False,disappointment
6627,"Oh wonderful, the app needs an update to do the thing it did yesterday.",review,finance,evening,71,False,14,False,sarcasm
6628,Random act of kindness from a stranger today. Restored my faith. Really.,support_ticket,work,night,72,False,12,False,joy
6629,The coffee this morning hit different. Life is good.,chat,social,evening,52,False,9,False,joy
6630,Finally finished the book I started six months ago. So worth it..,review,social,evening,65,False,12,False,joy
6631,"Charged twice. Refund requested. Eleven days later, nothing..",twitter,health,morning,61,False,8,False,frustration
6632,My order shows delivered but there is nothing at my door.,support_ticket,tech,morning,57,False,11,False,frustration
6633,New season drops at midnight and I am very much awake.,review,work,night,54,False,11,False,excitement
6634,"Yes, please send me one more email asking if my issue was resolved before it was..",chat,health,afternoon,82,False,16,False,sarcasm
6635,My mentor is leaving the company. Genuinely one of the best people here.,support_ticket,personal,afternoon,72,False,13,False,disappointment
6636,Thanks for the 'fix'. The bug is now in a different place.,chat,customer_service,evening,58,False,12,False,sarcasm
6637,I'll send over the details once I have them confirmed.,review,social,morning,54,False,10,False,neutral
6638,We bootstrapped to profitability. No outside funding. Just us.,twitter,health,evening,62,False,9,False,pride
6639,"Charged twice. Refund requested. Eleven days later, nothing.",twitter,customer_service,night,60,False,8,False,frustration
6640,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,twitter,personal,morning,80,False,14,False,anxiety
6641,Shipped the feature in half the time we estimated. Team was incredible.,chat,finance,evening,71,False,12,False,pride
6642,My kid stood up for someone being bullied today. Without being asked. Not sure what to think.,support_ticket,social,afternoon,93,False,17,False,pride
6643,Had to repeat my account details to three different agents today.,review,customer_service,evening,65,False,11,False,frustration
6644,"Yes, a survey right now makes perfect sense. Love the timing. Really.",chat,customer_service,evening,69,False,12,False,sarcasm
6645,We bootstrapped to profitability. No outside funding. Just us.,chat,finance,morning,62,False,9,False,pride
6646,Got the feedback. A lot of it was fair. Still hard to read.,review,work,night,59,False,13,False,disappointment
6647,Your subscription renews on the 15th of next month.,support_ticket,health,night,51,False,9,False,neutral
6648,My order arrived a day early and everything was perfect.!,twitter,work,evening,57,False,10,True,joy
6649,Attached is the updated version of the report.,chat,work,night,46,False,8,False,neutral
6650,First time ever finishing in the top 10. Years of training paid off.,twitter,personal,evening,68,False,13,False,pride
6651,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,twitter,personal,night,80,False,14,False,anxiety
6652,My order arrived a day early and everything was perfect.,review,personal,night,56,False,10,False,joy
6653,Three separate apps for three things that used to be one. Progress.!,support_ticket,social,morning,68,False,12,True,sarcasm
6654,Three stars. Not bad. But I wanted it to be great.,twitter,product_feedback,morning,50,False,11,False,disappointment
6655,Just got the call. We're in. Season starts in two months. Not sure what to think.,chat,customer_service,night,81,False,16,False,excitement
6656,Built the whole thing myself. From scratch. It works. It actually works. Honestly.,chat,personal,evening,82,False,13,False,pride
6657,The conference was underwhelming. Sessions felt rushed and surface level. Honestly.,review,personal,night,83,False,11,False,disappointment
6658,Three stars. Not bad. But I wanted it to be great.,twitter,health,night,50,False,11,False,disappointment
6659,The feature was removed because 'not enough users requested it.' Just me then.,support_ticket,personal,evening,78,False,13,False,sarcasm
6660,Got the feedback. A lot of it was fair. Still hard to read.,chat,health,afternoon,59,False,13,False,disappointment
6661,The food was so good I ordered the same thing twice. Really.,support_ticket,product_feedback,night,60,False,12,False,joy
6662,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,support_ticket,product_feedback,night,82,False,14,False,anxiety
6663,Submitted my request two weeks ago. Still pending. No updates.,support_ticket,product_feedback,morning,62,False,10,False,frustration
6664,Three stars. Not bad. But I wanted it to be great.,chat,work,morning,50,False,11,False,disappointment
6665,We hit a goal everyone said was unrealistic. Feels good to be unrealistic. Honestly.,chat,finance,afternoon,84,False,14,False,pride
6666,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down.,chat,social,night,82,False,17,False,frustration
6667,I reviewed the document. A few minor edits noted in the comments.,twitter,personal,morning,65,False,12,False,neutral
6668,Three separate apps for three things that used to be one. Progress.,chat,tech,afternoon,67,False,12,False,sarcasm
6669,My mentor is leaving the company. Genuinely one of the best people here.,chat,social,afternoon,72,False,13,False,disappointment
6670,Haven't heard back after the final interview. It's been five days..,review,work,afternoon,67,False,11,False,anxiety
6671,My account got flagged for unusual activity. I didn't do anything unusual.,support_ticket,health,night,74,False,12,False,anxiety
6672,They reduced the portion size and kept the price the same. Classic.!,twitter,product_feedback,afternoon,68,False,12,True,disappointment
6673,The leaderboard just updated and we moved to #2. LETS GO.,support_ticket,customer_service,morning,57,False,11,False,excitement
6674,Thanks for the 'fix'. The bug is now in a different place.,chat,personal,evening,58,False,12,False,sarcasm
6675,My mom called just to say she's proud of me. I didn't realize I needed that.,support_ticket,customer_service,evening,76,False,16,False,joy
6676,Random act of kindness from a stranger today. Restored my faith.,chat,customer_service,afternoon,64,False,11,False,joy
6677,It's raining outside and I have nowhere to be. Perfect day.,support_ticket,product_feedback,evening,59,False,11,False,joy
6678,Expected a lot more based on the reviews. It's fine. Just fine..,chat,product_feedback,evening,64,False,12,False,disappointment
6679,"Oh great, another update that changed everything I already knew how to use.",chat,health,evening,75,False,13,False,sarcasm
6680,Nominated for the award by my peers. Means more than any other kind. Not sure what to think.,chat,customer_service,afternoon,92,False,18,False,pride
6681,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,chat,finance,night,82,False,14,False,anxiety
6682,The coffee this morning hit different. Life is good.,review,personal,night,52,False,9,False,joy
6683,Turned down a bigger offer to stay and lead this team. No regrets.,support_ticket,personal,night,66,False,13,False,pride
6684,Shipped the feature in half the time we estimated. Team was incredible.,support_ticket,personal,morning,71,False,12,False,pride
6685,Got a handwritten thank you note from a customer. Framed it.,review,personal,night,60,False,11,False,joy
6686,My order shows delivered but there is nothing at my door.,chat,tech,morning,57,False,11,False,frustration
6687,The team is currently working on it. Will update when complete.,review,social,morning,63,False,11,False,neutral
6688,We hit 10k users today. Started this project alone in my bedroom.,review,tech,night,65,False,12,False,excitement
6689,My order arrived a day early and everything was perfect.,chat,product_feedback,night,56,False,10,False,joy
6690,Shipped the feature in half the time we estimated. Team was incredible.,chat,work,afternoon,71,False,12,False,pride
6691,Let me know if you need anything else from my end.,twitter,customer_service,afternoon,50,False,11,False,neutral
6692,New phone ships tomorrow. Haven't slept properly thinking about it. Not sure what to think.,chat,finance,morning,91,False,15,False,excitement
